,source_point,dest_point,quantity,distcap,CO2,year,Strategy type
9,BDI,IND,145.0,6231.257,15360.048504999999,2030,Strategy 2
10,BEN,IND,10.0,8152.097,1385.8564900000001,2030,Strategy 2
11,BFA,IND,387.0,8289.058,54533.712582000015,2030,Strategy 2
12,BHR,IND,7.0,2634.9190000000003,313.55536100000006,2030,Strategy 2
13,BWA,IND,277.0,8087.728,38085.111152000005,2030,Strategy 2
14,CIV,IND,155.0,8923.044,23512.220940000003,2030,Strategy 2
15,CMR,IND,3.0,7444.170999999999,379.652721,2030,Strategy 2
16,COG,IND,13.0,7559.6669999999995,1670.686407,2030,Strategy 2
17,COM,IND,1.0,5782.406,98.30090200000001,2030,Strategy 2
18,CYP,IND,400.0,4175.156,28391.0608,2030,Strategy 2
19,EGY,IND,2500.0,4432.625,188386.5625,2030,Strategy 2
20,ETH,IND,409.0,4561.518,31716.234654,2030,Strategy 2
21,GEO,IND,49.0,3262.36,2717.5458800000006,2030,Strategy 2
22,GHA,IND,61.0,8498.109,8812.539033000001,2030,Strategy 2
23,GIN,IND,3.0,9794.44,499.51644000000005,2030,Strategy 2
24,GRC,IND,35023.0,5013.934,2985251.178194,2030,Strategy 2
25,IRN,IND,149.0,2544.592,6445.451536000001,2030,Strategy 2
26,ISR,IND,24655.0,4069.441,1705645.153535,2030,Strategy 2
27,JOR,IND,780.0,3961.406,52528.24356000001,2030,Strategy 2
28,KEN,IND,3876.0,5439.0830000000005,358392.057036,2030,Strategy 2
29,KWT,IND,40.0,2838.48,1930.1664,2030,Strategy 2
30,LBN,IND,1848.0,3985.349,125203.72418400002,2030,Strategy 2
31,LSO,IND,69.0,8338.232,9780.746136000002,2030,Strategy 2
32,MDG,IND,168.0,6175.918000000001,17638.421808000003,2030,Strategy 2
33,MDV,IND,61.0,2750.0040000000004,2851.754148000001,2030,Strategy 2
34,MLI,IND,44.0,8884.225,6645.400300000001,2030,Strategy 2
35,MLT,IND,215.0,5856.019,21403.749445,2030,Strategy 2
36,MOZ,IND,54.0,7723.632,7090.294176,2030,Strategy 2
37,MWI,IND,752.0,6653.143,85053.78011200001,2030,Strategy 2
38,NAM,IND,294.0,8601.866,42992.126268,2030,Strategy 2
39,NER,IND,153.0,7865.206,20457.400806,2030,Strategy 2
40,NGA,IND,12087.0,7585.293000000001,1558618.4203470002,2030,Strategy 2
41,OMN,IND,369.0,1936.2220000000002,12145.920606000001,2030,Strategy 2
42,PAK,IND,8593.0,683.3699,99827.35836190001,2030,Strategy 2
43,PAL,IND,17.0,4106.997,1186.9221330000003,2030,Strategy 2
44,QAT,IND,55.0,2570.834,2403.72979,2030,Strategy 2
45,RWA,IND,25.0,6067.339,2578.619075,2030,Strategy 2
46,SAU,IND,5149.0,3053.153,267251.641549,2030,Strategy 2
47,SDN,IND,5.0,4801.305,408.11092500000007,2030,Strategy 2
48,SEN,IND,224.0,9685.851,36883.72060800001,2030,Strategy 2
49,SYC,IND,31.0,4372.486,2304.300122,2030,Strategy 2
50,TGO,IND,177.0,8309.508,25003.309572000002,2030,Strategy 2
51,TJK,IND,38.0,1356.5479999999998,876.3300079999999,2030,Strategy 2
52,TZA,IND,1295.0,5894.054,129757.59881000001,2030,Strategy 2
53,UGA,IND,6393.0,5691.471,618554.7597510001,2030,Strategy 2
54,YEM,IND,311.0,3691.113,19514.914431,2030,Strategy 2
55,ZAF,IND,154.0,8000.751,20945.966118000004,2030,Strategy 2
56,ZMB,IND,131.0,7197.28,16028.34256,2030,Strategy 2
57,ZWE,IND,62.0,7167.757,7554.815877999999,2030,Strategy 2
58,SWZ,IND,9.0,7850.425,1201.115025,2030,Strategy 2
59,BRA,IND,122073.0,14251.55,29575400.87355,2030,Strategy 2
60,TUR,IND,7245.0,4222.863,520108.92139500007,2030,Strategy 2
61,ARG,JPN,2494.0,18372.04,778937.7519200002,2030,Strategy 2
62,BOL,JPN,1006.0,16965.66,290146.71732000005,2030,Strategy 2
63,CHL,JPN,461.0,17247.38,135167.71706000002,2030,Strategy 2
64,COL,JPN,2323.0,14262.86,563254.60426,2030,Strategy 2
65,CRI,JPN,604.0,13182.38,135356.67784,2030,Strategy 2
66,ECU,JPN,618.0,14448.87,151799.82822000002,2030,Strategy 2
67,FJI,JPN,28.0,7243.281,3447.801756,2030,Strategy 2
68,GTM,JPN,1576.0,12332.35,330408.32120000006,2030,Strategy 2
69,HND,JPN,217.0,12611.31,46523.122590000006,2030,Strategy 2
70,JAM,JPN,18.0,12929.15,3956.3199,2030,Strategy 2
71,KIR,JPN,1.0,5142.157,87.41666900000001,2030,Strategy 2
72,MEX,JPN,9627.0,11312.39,1851374.4350100001,2030,Strategy 2
73,NIC,JPN,501.0,12845.07,109401.46119000002,2030,Strategy 2
74,NZL,JPN,6426.0,9575.732,1046072.1151440002,2030,Strategy 2
75,PAN,JPN,62.0,13584.86,14318.442440000003,2030,Strategy 2
76,PER,JPN,2375.0,15505.62,626039.4075000001,2030,Strategy 2
77,PLW,JPN,1.0,3198.886,54.381062,2030,Strategy 2
78,PRY,JPN,325.0,18005.33,99479.44825000002,2030,Strategy 2
79,PYF,JPN,198.0,9502.386999999999,31985.034642,2030,Strategy 2
80,SLB,JPN,1.0,5452.721,92.696257,2030,Strategy 2
81,SLV,JPN,63.0,12509.61,13397.792310000003,2030,Strategy 2
82,URY,JPN,172.0,18587.08,54348.621920000005,2030,Strategy 2
83,WSM,JPN,1.0,6454.710999999999,109.730087,2030,Strategy 2
84,AUS,JPN,6069.0,7958.28,821079.6224400001,2030,Strategy 2
85,ALB,KOR,274.0,8562.792,39885.485136,2030,Strategy 2
86,BGD,KOR,1.0,3800.079,64.60134300000001,2030,Strategy 2
87,BGR,KOR,1249.0,8244.246,175050.075318,2030,Strategy 2
88,BRN,KOR,17.0,3825.485,1105.5651650000002,2030,Strategy 2
89,DNK,KOR,22099.0,7955.016,2988564.275928,2030,Strategy 2
90,EST,KOR,477.0,7122.724,57758.16891600001,2030,Strategy 2
91,IDN,KOR,4970.0,5291.684,447094.38116000005,2030,Strategy 2
92,ISL,KOR,1039.0,8396.076,148299.890388,2030,Strategy 2
93,KAZ,KOR,1504.0,4552.944,116409.67219200001,2030,Strategy 2
94,KGZ,KOR,8.0,4422.647,601.479992,2030,Strategy 2
95,LAO,KOR,1407.0,3218.349,76979.68973100002,2030,Strategy 2
96,LTU,KOR,905.0,7365.838000000001,113323.41763000003,2030,Strategy 2
97,LUX,KOR,819.0,8733.371,121594.724433,2030,Strategy 2
98,LVA,KOR,544.0,7297.289000000001,67485.32867200002,2030,Strategy 2
99,MDA,KOR,198.0,7611.25,25619.467500000002,2030,Strategy 2
100,MKD,KOR,116.0,8409.194,16582.930568,2030,Strategy 2
101,MNG,KOR,153.0,2003.1029999999998,5210.070903,2030,Strategy 2
102,NPL,KOR,195.0,4022.39,13334.22285,2030,Strategy 2
103,PHL,KOR,44096.0,2615.751,1960850.6536320003,2030,Strategy 2
104,UKR,KOR,432.0,7309.346,53679.837024,2030,Strategy 2
105,UZB,KOR,507.0,4896.334,42201.502746000006,2030,Strategy 2
106,BRA,KOR,217100.0,17565.08,64827440.75600001,2030,Strategy 2
107,BRA,KOR,66652.0,17565.08,19902711.106720004,2030,Strategy 2
108,CZE,KOR,8748.0,8262.063,1228700.961108,2030,Strategy 2
109,FIN,KOR,3313.0,7070.555,398220.728155,2030,Strategy 2
110,FRA,KOR,62353.0,8981.466999999999,9520364.001467,2030,Strategy 2
111,DEU,KOR,129979.0,8139.991,17986474.133213002,2030,Strategy 2
112,ITA,KOR,27658.0,8982.659,4223520.504574,2030,Strategy 2
113,POL,KOR,64.0,7753.967,8436.316096,2030,Strategy 2
114,ROM,KOR,3583.0,7946.07,484003.06977,2030,Strategy 2
115,VNM,KOR,29832.0,2740.135,1389643.0244400003,2030,Strategy 2
116,IRL,NOR,5195.0,1267.015,111896.42972500002,2030,Strategy 2
117,BRA,NOR,104899.0,9917.605,17685896.397215,2030,Strategy 2
118,GBR,NOR,22852.0,1157.104,449516.39033600007,2030,Strategy 2
119,AUT,RUS,29465.0,1675.6989999999998,839366.007595,2030,Strategy 2
120,BLR,RUS,1370.0,686.9657,15999.431153000001,2030,Strategy 2
121,SVN,RUS,833.0,1937.979,27443.720619000003,2030,Strategy 2
122,ITA,RUS,633.0,2383.1710000000003,25645.303131000008,2030,Strategy 2
123,SVK,RUS,5860.0,1632.621,162641.70402000003,2030,Strategy 2
124,BIH,YUG,115.0,196.5349,384.22572950000006,2030,Strategy 2
125,TUN,YUG,116.0,1240.114,2445.5048080000006,2030,Strategy 2
126,ITA,YUG,400.0,725.4269,4932.90292,2030,Strategy 2
127,BEL,SWE,29961.0,1283.7160000000001,653844.0562920001,2030,Strategy 2
128,FRA,SWE,51502.0,1545.797,1353397.830598,2030,Strategy 2
129,NLD,SWE,17939.0,1128.93,344281.87959,2030,Strategy 2
130,AND,CHE,3.0,681.8435,34.7740185,2030,Strategy 2
131,CPV,CHE,3.0,4570.96,233.11896000000004,2030,Strategy 2
132,DZA,CHE,434.0,1183.855,8734.48219,2030,Strategy 2
133,MAR,CHE,727.0,1872.2679999999998,23139.360212,2030,Strategy 2
134,PRT,CHE,28585.0,1626.974,790619.88043,2030,Strategy 2
135,SEN,CHE,805.0,4272.894,58474.55439000001,2030,Strategy 2
136,ESP,CHE,12360.0,1153.117,242292.94404,2030,Strategy 2
137,IDN,THA,23833.0,2316.466,938541.681026,2030,Strategy 2
138,KHM,THA,484.0,535.9692,4409.9545776,2030,Strategy 2
139,LKA,THA,11728.0,2381.501,474814.1433760001,2030,Strategy 2
140,MUS,THA,284.0,6031.729,29121.187612000005,2030,Strategy 2
141,MYS,THA,24.0,1187.123,484.34618400000005,2030,Strategy 2
142,MMR,THA,1585.0,575.9035,15517.719807500001,2030,Strategy 2
143,ABW,USA,18.0,3007.2690000000002,920.2243140000002,2030,Strategy 2
144,DOM,USA,780.0,2371.688,31448.582880000005,2030,Strategy 2
145,GRD,USA,27.0,3342.946,1534.4122140000002,2030,Strategy 2
146,GUY,USA,559.0,4042.361,38414.556583000005,2030,Strategy 2
147,LCA,USA,10.0,3181.8070000000002,540.9071900000001,2030,Strategy 2
148,TTO,USA,262.0,3498.427,15581.993858000002,2030,Strategy 2
149,BRA,USA,6353.0,6794.436,733805.882436,2030,Strategy 2
0,ABW,JPN,18.0,13815.84,4227.64704,2030,Strategy 3
1,ARG,JPN,1688.0,18372.04,527204.0598400001,2030,Strategy 3
2,BMU,JPN,5.0,12047.48,1024.0357999999999,2030,Strategy 3
3,BOL,JPN,1006.0,16965.66,290146.71732000005,2030,Strategy 3
4,BRB,JPN,4.0,14235.72,968.02896,2030,Strategy 3
5,CHL,JPN,461.0,17247.38,135167.71706000002,2030,Strategy 3
6,COL,JPN,2323.0,14262.86,563254.60426,2030,Strategy 3
7,CRI,JPN,604.0,13182.38,135356.67784,2030,Strategy 3
8,DOM,JPN,780.0,13248.36,175673.25360000003,2030,Strategy 3
9,ECU,JPN,618.0,14448.87,151799.82822000002,2030,Strategy 3
10,FJI,JPN,28.0,7243.281,3447.801756,2030,Strategy 3
11,GRD,JPN,27.0,14260.26,6545.45934,2030,Strategy 3
12,GTM,JPN,1576.0,12332.35,330408.32120000006,2030,Strategy 3
13,GUY,JPN,559.0,14952.15,142090.28145,2030,Strategy 3
14,HND,JPN,217.0,12611.31,46523.122590000006,2030,Strategy 3
15,JAM,JPN,18.0,12929.15,3956.3199,2030,Strategy 3
16,KIR,JPN,1.0,5142.157,87.41666900000001,2030,Strategy 3
17,LCA,JPN,10.0,14088.41,2395.0297,2030,Strategy 3
18,MEX,JPN,9627.0,11312.39,1851374.4350100001,2030,Strategy 3
19,NIC,JPN,501.0,12845.07,109401.46119000002,2030,Strategy 3
20,NZL,JPN,6426.0,9575.732,1046072.1151440002,2030,Strategy 3
21,PAN,JPN,62.0,13584.86,14318.442440000003,2030,Strategy 3
22,PER,JPN,2375.0,15505.62,626039.4075000001,2030,Strategy 3
23,PLW,JPN,1.0,3198.886,54.381062,2030,Strategy 3
24,PRY,JPN,325.0,18005.33,99479.44825000002,2030,Strategy 3
25,PYF,JPN,198.0,9502.386999999999,31985.034642,2030,Strategy 3
26,SLB,JPN,1.0,5452.721,92.696257,2030,Strategy 3
27,SLV,JPN,63.0,12509.61,13397.792310000003,2030,Strategy 3
28,TTO,JPN,262.0,14416.8,64212.4272,2030,Strategy 3
29,WSM,JPN,1.0,6454.710999999999,109.730087,2030,Strategy 3
30,BRA,JPN,98114.0,17693.2,29511160.621600002,2030,Strategy 3
31,AGO,KOR,36.0,12705.4,7775.7047999999995,2030,Strategy 3
32,ALB,KOR,274.0,8562.792,39885.485136,2030,Strategy 3
33,AND,KOR,3.0,9559.896,487.5546960000001,2030,Strategy 3
34,ARE,KOR,1364.0,6909.236,160211.364368,2030,Strategy 3
35,ARM,KOR,15.0,6882.943,1755.1504650000002,2030,Strategy 3
36,AUT,KOR,29465.0,8289.029,4152016.0712450007,2030,Strategy 3
37,AZE,KOR,442.0,6461.835999999999,48554.235704,2030,Strategy 3
38,BDI,KOR,145.0,10923.19,26925.663350000003,2030,Strategy 3
39,BEN,KOR,10.0,12463.68,2118.8256,2030,Strategy 3
40,BFA,KOR,387.0,12325.82,81091.56978,2030,Strategy 3
41,BGD,KOR,1.0,3800.079,64.60134300000001,2030,Strategy 3
42,BGR,KOR,1249.0,8244.246,175050.075318,2030,Strategy 3
43,BHR,KOR,7.0,7136.0019999999995,849.1842379999999,2030,Strategy 3
44,BIH,KOR,115.0,8473.069,16564.849895,2030,Strategy 3
45,BLR,KOR,1370.0,7292.729,169847.65841000003,2030,Strategy 3
46,BRN,KOR,17.0,3825.485,1105.5651650000002,2030,Strategy 3
47,BWA,KOR,277.0,12595.07,59310.18463,2030,Strategy 3
48,CIV,KOR,155.0,13048.33,34382.34955,2030,Strategy 3
49,CMR,KOR,3.0,11957.9,609.8529,2030,Strategy 3
50,COG,KOR,13.0,12217.9,2700.1558999999997,2030,Strategy 3
51,COM,KOR,1.0,10261.17,174.43989000000002,2030,Strategy 3
52,CPV,KOR,3.0,13433.69,685.11819,2030,Strategy 3
53,CYP,KOR,400.0,8012.453,54484.680400000005,2030,Strategy 3
54,DNK,KOR,22099.0,7955.016,2988564.275928,2030,Strategy 3
55,DZA,KOR,434.0,9954.01,73440.68578,2030,Strategy 3
56,EGY,KOR,2500.0,8497.368,361138.14,2030,Strategy 3
57,EST,KOR,477.0,7122.724,57758.16891600001,2030,Strategy 3
58,ETH,KOR,409.0,9244.567,64277.474351,2030,Strategy 3
59,GEO,KOR,49.0,6783.1990000000005,5650.404767000001,2030,Strategy 3
60,GHA,KOR,61.0,12774.57,13247.22909,2030,Strategy 3
61,GIN,KOR,3.0,13518.34,689.4353400000001,2030,Strategy 3
62,GRC,KOR,35023.0,8528.293,5077668.897562999,2030,Strategy 3
63,HRV,KOR,1032.0,8485.063,148861.945272,2030,Strategy 3
64,IDN,KOR,28803.0,5291.684,2591078.362284,2030,Strategy 3
65,IRL,KOR,5195.0,8968.355,792040.271825,2030,Strategy 3
66,IRN,KOR,149.0,6562.448,16622.680784000004,2030,Strategy 3
67,ISL,KOR,1039.0,8396.076,148299.890388,2030,Strategy 3
68,ISR,KOR,24655.0,8092.951,3392039.0173850004,2030,Strategy 3
69,JOR,KOR,780.0,8009.55,106206.633,2030,Strategy 3
70,KAZ,KOR,1504.0,4552.944,116409.67219200001,2030,Strategy 3
71,KEN,KOR,3876.0,10118.59,666734.1322800001,2030,Strategy 3
72,KGZ,KOR,8.0,4422.647,601.479992,2030,Strategy 3
73,KHM,KOR,484.0,3628.8070000000002,29857.823996000006,2030,Strategy 3
74,KWT,KOR,40.0,7181.025,4883.097000000001,2030,Strategy 3
75,LAO,KOR,1407.0,3218.349,76979.68973100002,2030,Strategy 3
76,LBN,KOR,1848.0,7926.321999999999,249013.33195199998,2030,Strategy 3
77,LKA,KOR,11728.0,5840.513000000001,1164458.1198880004,2030,Strategy 3
78,LSO,KOR,69.0,12727.98,14929.920540000001,2030,Strategy 3
79,LTU,KOR,905.0,7365.838000000001,113323.41763000003,2030,Strategy 3
80,LUX,KOR,819.0,8733.371,121594.724433,2030,Strategy 3
81,LVA,KOR,544.0,7297.289000000001,67485.32867200002,2030,Strategy 3
82,MAR,KOR,727.0,10750.38,132863.94642,2030,Strategy 3
83,MDA,KOR,198.0,7611.25,25619.467500000002,2030,Strategy 3
84,MDG,KOR,168.0,10400.05,29702.5428,2030,Strategy 3
85,MDV,KOR,61.0,6570.516,6813.625092,2030,Strategy 3
86,MKD,KOR,116.0,8409.194,16582.930568,2030,Strategy 3
87,MLI,KOR,44.0,12736.69,9527.04412,2030,Strategy 3
88,MLT,KOR,215.0,9305.214,34010.55717,2030,Strategy 3
89,MNG,KOR,153.0,2003.1029999999998,5210.070903,2030,Strategy 3
90,MOZ,KOR,54.0,12104.01,11111.48118,2030,Strategy 3
91,MUS,KOR,284.0,9691.985999999999,46792.908407999996,2030,Strategy 3
92,MWI,KOR,752.0,11233.9,143614.1776,2030,Strategy 3
93,MYS,KOR,24.0,4614.067,1882.5393360000003,2030,Strategy 3
94,NAM,KOR,294.0,13231.29,66129.98742,2030,Strategy 3
95,NER,KOR,153.0,11953.51,31091.079510000003,2030,Strategy 3
96,NGA,KOR,12087.0,11909.62,2447176.80798,2030,Strategy 3
97,NPL,KOR,195.0,4022.39,13334.22285,2030,Strategy 3
98,OMN,KOR,369.0,6590.233,41340.531609000005,2030,Strategy 3
99,PAK,KOR,8593.0,4828.073,705289.7319130001,2030,Strategy 3
100,PAL,KOR,17.0,8153.009,2356.2196010000002,2030,Strategy 3
101,PHL,KOR,44096.0,2615.751,1960850.6536320003,2030,Strategy 3
102,PRT,KOR,28585.0,10433.49,5070102.29805,2030,Strategy 3
103,QAT,KOR,55.0,7113.408,6651.036480000001,2030,Strategy 3
104,RWA,KOR,25.0,10759.94,4572.9745,2030,Strategy 3
105,SAU,KOR,5149.0,7557.272,661510.689976,2030,Strategy 3
106,SDN,KOR,5.0,9354.622,795.14287,2030,Strategy 3
107,SEN,KOR,1029.0,13142.53,229902.27729000003,2030,Strategy 3
108,SVN,KOR,833.0,8551.701,121100.637861,2030,Strategy 3
109,SYC,KOR,31.0,8724.405999999999,4597.761962,2030,Strategy 3
110,TGO,KOR,177.0,12601.71,37918.54539,2030,Strategy 3
111,TJK,KOR,38.0,5008.503,3235.4929380000003,2030,Strategy 3
112,TUN,KOR,116.0,9513.838,18761.288536,2030,Strategy 3
113,TZA,KOR,1295.0,10545.37,232156.32055000003,2030,Strategy 3
114,UGA,KOR,6393.0,10384.14,1128558.71934,2030,Strategy 3
115,UKR,KOR,432.0,7309.346,53679.837024,2030,Strategy 3
116,UZB,KOR,507.0,4896.334,42201.502746000006,2030,Strategy 3
117,YEM,KOR,311.0,8353.075,44162.707525000005,2030,Strategy 3
118,ZAF,KOR,154.0,12457.03,32612.504540000005,2030,Strategy 3
119,ZMB,KOR,131.0,11816.32,26314.94464,2030,Strategy 3
120,ZWE,KOR,62.0,11725.41,12358.582140000002,2030,Strategy 3
121,MMR,KOR,1585.0,3796.143,102287.07313500001,2030,Strategy 3
122,SWZ,KOR,9.0,12247.65,1873.8904499999999,2030,Strategy 3
123,BRA,KOR,118986.0,17565.08,35529976.35096,2030,Strategy 3
124,AUS,KOR,6060.000000000005,8418.786,867303.3337200008,2030,Strategy 3
125,BEL,JPN,29959.99999999781,9463.263,4819829.111159648,2030,Strategy 3
126,BRA,SWE,92510.00000000311,10235.23,16096639.16410054,2030,Strategy 3
127,BRA,USA,4100.000000000003,6794.436,473572.1892000003,2030,Strategy 3
128,CZE,HUN,8740.000000000007,445.1513,66140.58015400005,2030,Strategy 3
129,FIN,SWE,3310.0000000000023,397.8922,22389.394094000018,2030,Strategy 3
130,FRA,KOR,113849.9999999913,8981.466999999999,17383180.305148672,2030,Strategy 3
131,DEU,KOR,126069.99999998452,8139.991,17445547.311287858,2030,Strategy 3
132,DEU,USA,3900.0000000000027,6717.5419999999995,445373.0346000003,2030,Strategy 3
133,ITA,HUN,86360.00000000653,811.4083,1191244.7533960904,2030,Strategy 3
134,ITA,JPN,43639.99999999792,9869.275,7321817.7369996505,2030,Strategy 3
135,NLD,KOR,17929.99999999913,8573.183,2613191.910229874,2030,Strategy 3
136,POL,KOR,60.0,7753.967,7909.04634,2030,Strategy 3
137,ROM,SWE,3580.0000000000027,1746.5829999999999,106297.04138000008,2030,Strategy 3
138,SVK,KOR,5860.000000000005,8246.657,821531.9703400006,2030,Strategy 3
139,ESP,JPN,12359.999999999749,10777.42,2264551.490399954,2030,Strategy 3
140,TUR,HUN,7240.0000000000055,1390.226,171109.01608000015,2030,Strategy 3
141,GBR,KOR,22849.9999999986,8875.39,3447645.2454997883,2030,Strategy 3
142,VNM,KOR,29829.999999997824,2740.135,1389549.859849899,2030,Strategy 3
0,DZA,HUN,567.0,1771.935,17079.681465,2031,Strategy 2
1,HRV,HUN,2042.0,302.1079,10487.373640599999,2031,Strategy 2
2,ITA,HUN,107534.0,811.4083,1483317.6622474003,2031,Strategy 2
3,AGO,IND,55.0,8025.968000000001,7504.280080000001,2031,Strategy 2
4,ARE,IND,949.0,2312.871,37313.547843,2031,Strategy 2
5,ARM,IND,10.0,3245.0640000000003,551.6608800000001,2031,Strategy 2
6,AZE,IND,621.0,2811.586,29681.913402000002,2031,Strategy 2
7,BDI,IND,201.0,6231.257,21292.205169,2031,Strategy 2
8,BEN,IND,7.0,8152.097,970.099543,2031,Strategy 2
9,BFA,IND,541.0,8289.058,76234.46642600001,2031,Strategy 2
10,BHR,IND,5.0,2634.9190000000003,223.96811500000004,2031,Strategy 2
11,BWA,IND,350.0,8087.728,48121.9816,2031,Strategy 2
12,CIV,IND,208.0,8923.044,31551.883584000003,2031,Strategy 2
13,CMR,IND,2.0,7444.170999999999,253.101814,2031,Strategy 2
14,COG,IND,8.0,7559.6669999999995,1028.114712,2031,Strategy 2
15,COM,IND,1.0,5782.406,98.30090200000001,2031,Strategy 2
16,CYP,IND,729.0,4175.156,51742.708308,2031,Strategy 2
17,EGY,IND,3842.0,4432.625,289512.46925,2031,Strategy 2
18,ETH,IND,553.0,4561.518,42882.830718000005,2031,Strategy 2
19,GEO,IND,63.0,3262.36,3493.9875600000005,2031,Strategy 2
20,GHA,IND,48.0,8498.109,6934.4569440000005,2031,Strategy 2
21,GIN,IND,4.0,9794.44,666.0219200000001,2031,Strategy 2
22,GRC,IND,44722.0,5013.934,3811963.6579160006,2031,Strategy 2
23,IRN,IND,121.0,2544.592,5234.225744,2031,Strategy 2
24,ISR,IND,30876.0,4069.441,2136017.025372,2031,Strategy 2
25,JOR,IND,1102.0,3961.406,74212.980004,2031,Strategy 2
26,KEN,IND,6188.0,5439.0830000000005,572169.7752680001,2031,Strategy 2
27,KWT,IND,30.0,2838.48,1447.6248,2031,Strategy 2
28,LBN,IND,3411.0,3985.349,231098.43246300003,2031,Strategy 2
29,LSO,IND,104.0,8338.232,14741.994176000002,2031,Strategy 2
30,MDG,IND,254.0,6175.918000000001,26667.613924000005,2031,Strategy 2
31,MDV,IND,84.0,2750.0040000000004,3927.005712000001,2031,Strategy 2
32,MLI,IND,66.0,8884.225,9968.10045,2031,Strategy 2
33,MLT,IND,379.0,5856.019,37730.330417,2031,Strategy 2
34,MOZ,IND,79.0,7723.632,10372.837776,2031,Strategy 2
35,MWI,IND,1089.0,6653.143,123169.63635900001,2031,Strategy 2
36,NAM,IND,429.0,8601.866,62733.408738000006,2031,Strategy 2
37,NER,IND,233.0,7865.206,31154.080966000005,2031,Strategy 2
38,NGA,IND,19985.0,7585.293000000001,2577065.3702850007,2031,Strategy 2
39,OMN,IND,491.0,1936.2220000000002,16161.645034000003,2031,Strategy 2
40,PAK,IND,14516.0,683.3699,168636.5569628,2031,Strategy 2
41,PAL,IND,24.0,4106.997,1675.6547760000003,2031,Strategy 2
42,QAT,IND,38.0,2570.834,1660.7587640000002,2031,Strategy 2
43,RWA,IND,17.0,6067.339,1753.4609710000002,2031,Strategy 2
44,SAU,IND,7163.0,3053.153,371785.493963,2031,Strategy 2
45,SDN,IND,6.0,4801.305,489.73311000000007,2031,Strategy 2
46,SEN,IND,1788.0,9685.851,294411.126996,2031,Strategy 2
47,SYC,IND,50.0,4372.486,3716.6131,2031,Strategy 2
48,TGO,IND,251.0,8309.508,35456.670636,2031,Strategy 2
49,TJK,IND,57.0,1356.5479999999998,1314.4950119999999,2031,Strategy 2
50,TZA,IND,1862.0,5894.054,186570.38531600003,2031,Strategy 2
51,UGA,IND,10352.0,5691.471,1001607.832464,2031,Strategy 2
52,YEM,IND,468.0,3691.113,29366.495028,2031,Strategy 2
53,ZAF,IND,207.0,8000.751,28154.642769000002,2031,Strategy 2
54,ZMB,IND,166.0,7197.28,20310.72416,2031,Strategy 2
55,ZWE,IND,39.0,7167.757,4752.222891,2031,Strategy 2
56,SWZ,IND,12.0,7850.425,1601.4867000000002,2031,Strategy 2
57,BRA,IND,141695.0,14251.55,34329347.41325,2031,Strategy 2
58,TUR,IND,12213.0,4222.863,876755.0389230002,2031,Strategy 2
59,ABW,JPN,11.0,13815.84,2583.56208,2031,Strategy 2
60,BMU,JPN,4.0,12047.48,819.22864,2031,Strategy 2
61,BOL,JPN,1363.0,16965.66,393111.30786,2031,Strategy 2
62,BRB,JPN,2.0,14235.72,484.01448,2031,Strategy 2
63,CHL,JPN,716.0,17247.38,209935.10936,2031,Strategy 2
64,COL,JPN,2907.0,14262.86,704856.2783400001,2031,Strategy 2
65,CRI,JPN,814.0,13182.38,182417.77443999998,2031,Strategy 2
66,DOM,JPN,1136.0,13248.36,255852.32832000003,2031,Strategy 2
67,ECU,JPN,851.0,14448.87,209031.80229000002,2031,Strategy 2
68,FJI,JPN,18.0,7243.281,2216.443986,2031,Strategy 2
69,GRD,JPN,41.0,14260.26,9939.401220000002,2031,Strategy 2
70,GTM,JPN,2220.0,12332.35,465422.889,2031,Strategy 2
71,GUY,JPN,959.0,14952.15,243764.90145,2031,Strategy 2
72,HND,JPN,296.0,12611.31,63460.11192,2031,Strategy 2
73,JAM,JPN,14.0,12929.15,3077.1377,2031,Strategy 2
74,KIR,JPN,1.0,5142.157,87.41666900000001,2031,Strategy 2
75,LCA,JPN,14.0,14088.41,3353.04158,2031,Strategy 2
76,MEX,JPN,16328.0,11312.39,3140047.96664,2031,Strategy 2
77,NIC,JPN,706.0,12845.07,154166.53014000002,2031,Strategy 2
78,NZL,JPN,8469.0,9575.732,1378646.863236,2031,Strategy 2
79,PAN,JPN,40.0,13584.86,9237.704800000001,2031,Strategy 2
80,PER,JPN,3292.0,15505.62,867756.51768,2031,Strategy 2
81,PLW,JPN,2.0,3198.886,108.762124,2031,Strategy 2
82,PYF,JPN,279.0,9502.386999999999,45069.821541,2031,Strategy 2
83,SLB,JPN,2.0,5452.721,185.392514,2031,Strategy 2
84,SLV,JPN,41.0,12509.61,8719.198170000001,2031,Strategy 2
85,TTO,JPN,398.0,14416.8,97544.0688,2031,Strategy 2
86,WSM,JPN,1.0,6454.710999999999,109.730087,2031,Strategy 2
87,AUS,JPN,13226.0,7958.28,1789355.5917600002,2031,Strategy 2
88,BRA,JPN,36158.0,17693.2,10875762.3352,2031,Strategy 2
89,CAN,JPN,12492.0,10330.62,2193851.78568,2031,Strategy 2
90,USA,JPN,140150.0,10918.79,26014563.114500005,2031,Strategy 2
91,ALB,KOR,548.0,8562.792,79770.970272,2031,Strategy 2
92,AUT,KOR,6255.0,8289.029,881413.8987150001,2031,Strategy 2
93,BGD,KOR,2.0,3800.079,129.20268600000003,2031,Strategy 2
94,BGR,KOR,2486.0,8244.246,348418.324452,2031,Strategy 2
